Country	Variable	2012	2013	2014	2015	2016	2017
South Sudan	Disaster risk reduction progress score (1-5 scale; 5=best)						
South Sudan	Disbursements on external debt, long-term (DIS, current US$)						
South Sudan	Disbursements on external debt, long-term + IMF (DIS, current US$)						
South Sudan	Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)						
South Sudan	Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)						
South Sudan	Discrepancy in expenditure estimate of GDP (constant LCU)	0.0	0.0				
South Sudan	Discrepancy in expenditure estimate of GDP (current LCU)	-1000000.0	1000000.0	0.0	1000000.0	0.0	
South Sudan	Distance to frontier score (0=lowest performance to 100=frontier)				33.26	33.19	32.86
South Sudan	Domestic credit provided by financial sector (% of GDP)	5.90971709724103	8.51988836100649	19.872061730132	32.672718298782804	13.368080418698199	
South Sudan	Domestic credit to private sector (% of GDP)	1.21061339513193	1.3983917882878798	1.67375500170618	2.23440873926612	1.9512764824071203	
South Sudan	Domestic credit to private sector by banks (% of GDP)	1.18876462978006	1.3017809366066202	1.58189996408046	2.14335644633547	1.9272968576989697	
South Sudan	Domestic general government health expenditure (% of current health expenditure)	22.86305737	17.70431363	28.19820572	21.13877229		
South Sudan	Domestic general government health expenditure (% of GDP)	0.5882092	0.38032042	0.59375398	0.53501375		
South Sudan	Domestic general government health expenditure (% of general government expenditure)	1.71603275	1.40552244	1.85047532	1.6403128		
South Sudan	Domestic general government health expenditure per capita (current US$)	5.65076978	4.65941478	8.27036536	5.92872876		
South Sudan	Domestic general government health expenditure per capita, PPP (current international $)	10.88815863	8.07168571	15.04815754	15.04349929		
South Sudan	Domestic private health expenditure (% of current health expenditure)	69.48835212	65.19771064	58.53961219	64.73310144		
South Sudan	Domestic private health expenditure per capita (current US$)	17.17454819	17.15870962	17.16931871	18.15550094		
South Sudan	Domestic private health expenditure per capita, PPP (current international $)	33.09269572	29.72470103	31.24004822	46.06759335		
South Sudan	Droughts, floods, extreme temperatures (% of population, average 1990-2009)						
South Sudan	Ease of doing business index (1=most business-friendly regulations)						
South Sudan	EBRD, private nonguaranteed (NFL, current US$)						
South Sudan	Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)						
South Sudan	Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)						
South Sudan	Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)						
South Sudan	Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)						
South Sudan	Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)						
South Sudan	Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)						
South Sudan	Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)						
South Sudan	Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)						
South Sudan	Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)						
South Sudan	Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)						
South Sudan	Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)						
South Sudan	Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)						
South Sudan	Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)						
South Sudan	Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)						
South Sudan	Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)						
South Sudan	Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)						
South Sudan	Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)						
South Sudan	Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)						
South Sudan	Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)						
South Sudan	Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)						
South Sudan	Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)						
South Sudan	Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)						
South Sudan	Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)						
South Sudan	Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)						
South Sudan	Electric power consumption (kWh per capita)	38.730819693891604	39.8121581857823	39.892564121443			
South Sudan	Electric power transmission and distribution losses (% of output)	5.8426966292134805	5.7203389830508495	5.73770491803279			
South Sudan	Electricity production from coal sources (% of total)	0.0	0.0	0.0	0.0		
South Sudan	Electricity production from hydroelectric sources (% of total)	0.0	0.0	0.0	0.0		
South Sudan	Electricity production from natural gas sources (% of total)	0.0	0.0	0.0	0.0		
South Sudan	Electricity production from nuclear sources (% of total)	0.0	0.0	0.0			
South Sudan	Electricity production from oil sources (% of total)	99.5505617977528	99.57627118644069	99.59016393442622	99.3939393939394		
South Sudan	Electricity production from oil, gas and coal sources (% of total)	99.5505617977528	99.57627118644069	99.59016393442622	99.3939393939394		
South Sudan	Electricity production from renewable sources, excluding hydroelectric (% of total)	0.44943820224719105	0.42372881355932196	0.409836065573771	0.606060606060606		
South Sudan	Electricity production from renewable sources, excluding hydroelectric (kWh)	2000000.0	2000000.0	2000000.0	2000000.0		
South Sudan	Employers, female (% of female employment) (modeled ILO estimate)	17.929000854492198	0.9850000143051151	2.68099999427795	3.12100005149841	5.36299991607666	5.374000072479251
South Sudan	Employers, male (% of male employment) (modeled ILO estimate)	20.8449993133545	4.419000148773191	7.54699993133545	8.36200046539307	11.3470001220703	11.3690004348755
South Sudan	Employers, total (% of total employment) (modeled ILO estimate)	19.4349994659424	2.7639999389648398	5.19000005722046	5.81699991226196	8.439999580383299	8.46000003814697
South Sudan	Employment in agriculture (% of total employment) (modeled ILO estimate)	63.9690017700195	61.0270004272461	61.5089988708496	62.4099998474121	64.4059982299805	64.9150009155273
South Sudan	Employment in agriculture, female (% of female employment) (modeled ILO estimate)	63.0839996337891	58.4000015258789	59.816001892089794	60.084999084472706	62.0349998474121	61.8139991760254
South Sudan	Employment in agriculture, male (% of male employment) (modeled ILO estimate)	64.7969970703125	63.47200012207029	63.0989990234375	64.6039962768555	66.6460037231445	67.8379974365234
South Sudan	Employment in industry (% of total employment) (modeled ILO estimate)	17.976999282836896	19.673999786377	19.5139999389648	19.3899993896484	19.0520000457764	18.9990005493164
South Sudan	Employment in industry, female (% of female employment) (modeled ILO estimate)	23.2810001373291	25.0030002593994	24.3659992218018	24.972999572753896	25.1450004577637	25.7639999389648
South Sudan	Employment in industry, male (% of male employment) (modeled ILO estimate)	13.012000083923303	14.7150001525879	14.9589996337891	14.121000289917	13.296999931335401	12.623000144958501
South Sudan	Employment in services (% of total employment) (modeled ILO estimate)	18.0550003051758	19.298999786377	18.975999832153303	18.2000007629395	16.5419998168945	16.0860004425049
South Sudan	Employment in services, female (% of female employment) (modeled ILO estimate)	13.614000320434599	16.5669994354248	15.789999961853	14.914999961853	12.7950000762939	12.3979997634888
South Sudan	Employment in services, male (% of male employment) (modeled ILO estimate)	22.211000442504897	21.8409996032715	21.9680004119873	21.3010005950928	20.080999374389602	19.5620002746582
South Sudan	Employment to population ratio, 15+, female (%) (modeled ILO estimate)	62.073001861572294	60.617000579834006	61.297000885009794	61.4749984741211	61.7690010070801	61.736000061035206
South Sudan	Employment to population ratio, 15+, female (%) (national estimate)						
South Sudan	Employment to population ratio, 15+, male (%) (modeled ILO estimate)	67.42099761962889	66.15200042724611	66.2389984130859	66.0110015869141	66.20700073242189	66.2620010375977
South Sudan	Employment to population ratio, 15+, male (%) (national estimate)						
South Sudan	Employment to population ratio, 15+, total (%) (modeled ILO estimate)	64.72499847412111	63.362998962402294	63.75	63.728000640869105	63.9739990234375	63.986000061035206
South Sudan	Employment to population ratio, 15+, total (%) (national estimate)						
South Sudan	Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)	55.382999420165994	51.701000213623	52.818000793457	52.75	52.941001892089794	52.582000732421896
South Sudan	Employment to population ratio, ages 15-24, female (%) (national estimate)						
South Sudan	Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)	49.6450004577637	47.40299987792971	47.5610008239746	47.130001068115206	47.2789993286133	47.1870002746582
South Sudan	Employment to population ratio, ages 15-24, male (%) (national estimate)						
South Sudan	Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)	52.4970016479492	49.5390014648438	50.172000885009794	49.9210014343262	50.0890007019043	49.8639984130859
South Sudan	Employment to population ratio, ages 15-24, total (%) (national estimate)						
South Sudan	Energy imports, net (% of energy use)	-174.974880927053	-672.395038027025	-1058.1200230780698			
South Sudan	Energy intensity level of primary energy (MJ/$2011 PPP GDP)	1.37431574003536	1.27747957782748	1.29834889768003	1.08609817039803		
South Sudan	Energy related methane emissions (% of total)						
South Sudan	Energy use (kg of oil equivalent per capita)	59.52279932684171	60.581579585398906	60.726195564970205			
South Sudan	Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)	38.395135563481105	31.2207223289815	31.368790618974			
South Sudan	Exclusive breastfeeding (% of children under 6 months)						
South Sudan	Expenditure on primary education (% of government expenditure on education)		62.42745	57.53555	53.77061	36.359429999999996	48.575790000000005
South Sudan	Expenditure on secondary education (% of government expenditure on education)		10.65209	16.60396	17.9931	12.22592	18.49517
South Sudan	Expenditure on tertiary education (% of government expenditure on education)		23.1356	24.68398	27.608459999999997	50.43606	31.462
South Sudan	Expense (% of GDP)						
South Sudan	Expense (current LCU)						
South Sudan	Export unit value index (2000 = 100)						
South Sudan	Export value index (2000 = 100)						
South Sudan	Export volume index (2000 = 100)						
South Sudan	Exports as a capacity to import (constant LCU)						
South Sudan	Exports of goods and services (% of GDP)	9.31492011914433	28.0482824340881	34.009069683908	21.0331606914643	54.9493668239443	
South Sudan	Exports of goods and services (annual % growth)						
South Sudan	Exports of goods and services (BoP, current US$)			3789446614.2517796	1569700000.0	1307930000.0	
South Sudan	Exports of goods and services (constant 2010 US$)						
South Sudan	Exports of goods and services (constant LCU)						
South Sudan	Exports of goods and services (current LCU)	3096000000.0	12362000000.0	15149000000.0	9381000000.0	78843000000.0	
South Sudan	Exports of goods and services (current US$)	1049491525.4237301	4190508474.57627	5135254237.28814	2294059028.6526604	1595792751.1642098	
South Sudan	Exports of goods, services and primary income (BoP, current US$)			3791818212.37178	1585160000.0	1321150000.0	
South Sudan	External balance on goods and services (% of GDP)	-24.8187261184824	-1.8763897082179999	2.36395474137931	-7.856326091343241	-6.7994117770049405	
South Sudan	External balance on goods and services (constant LCU)						
South Sudan	External balance on goods and services (current LCU)	-8249000000.0	-827000000.0	1053000000.0	-3504000000.0	-9756000000.0	
South Sudan	External balance on goods and services (current US$)	-2796271186.44068	-280338983.050847	356949152.542373	-856879099.925267	-197462730.747917	
South Sudan	External debt stocks (% of exports of goods, services and primary income)						
South Sudan	External debt stocks (% of GNI)						
South Sudan	External debt stocks, concessional (DOD, current US$)						
South Sudan	External debt stocks, long-term (DOD, current US$)						
South Sudan	External debt stocks, long-term private sector (DOD, current US$)						
South Sudan	External debt stocks, long-term public sector (DOD, current US$)						
South Sudan	External debt stocks, private nonguaranteed (PNG) (DOD, current US$)						
South Sudan	External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)						
South Sudan	External debt stocks, short-term (DOD, current US$)						
South Sudan	External debt stocks, total (DOD, current US$)						
South Sudan	External debt stocks, variable rate (DOD, current US$)						
South Sudan	External health expenditure (% of current health expenditure)	7.6485905	17.09797573	13.26218209	14.12812628		
South Sudan	External health expenditure per capita (current US$)	1.89040439	4.49983899	3.88971882	3.96247367		
South Sudan	External health expenditure per capita, PPP (current international $)	3.64251663	7.79524636	7.07745051	10.05434255		
South Sudan	Female genital mutilation prevalence (%)						
South Sudan	Female headed households (% of households with a female head)						
South Sudan	Female share of employment in senior and middle management (%)						
South Sudan	Fertility rate, total (births per woman)	5.197	5.109	5.022	4.938	4.855	
South Sudan	Fertilizer consumption (% of fertilizer production)						
South Sudan	Fertilizer consumption (kilograms per hectare of arable land)						
South Sudan	Final consumption expenditure (% of GDP)	114.086710593616	89.07065390025869	77.0833333333333	93.3275038676263	89.54370901082359	
South Sudan	Final consumption expenditure (annual % growth)						
South Sudan	Final consumption expenditure (constant 2010 US$)						
South Sudan	Final consumption expenditure (constant LCU)						
South Sudan	Final consumption expenditure (current LCU)	37919000000.0	39257000000.0	34336000000.0	41625000000.0	128480000000.0	
South Sudan	Final consumption expenditure (current US$)	12853898305.0847	13307457627.1186	11639322033.8983	10179107458.4444	2600452198.28745	
South Sudan	Financial intermediary services indirectly Measured (FISIM) (constant LCU)						
South Sudan	Financial intermediary services indirectly Measured (FISIM) (current LCU)						
South Sudan	Firms competing against unregistered firms (% of firms)			69.8			
South Sudan	Firms expected to give gifts in meetings with tax officials (% of firms)			30.6			
South Sudan	Firms experiencing electrical outages (% of firms)			15.3			
South Sudan	Firms experiencing losses due to theft and vandalism (% of firms)			29.9			
South Sudan	Firms formally registered when operations started (% of firms)			80.0			
South Sudan	Firms offering formal training (% of firms)			17.1			
South Sudan	Firms that do not report all sales for tax purposes (% of firms)						
South Sudan	Firms that spend on R&D (% of firms)			17.5			
South Sudan	Firms using banks to finance investment (% of firms)			8.0			
South Sudan	Firms using banks to finance working capital (% of firms)			6.0			
South Sudan	Firms visited or required meetings with tax officials (% of firms)			81.3			
South Sudan	Firms with female participation in ownership (% of firms)			21.9			
South Sudan	Firms with female top manager (% of firms)			9.5			
South Sudan	Fish species, threatened						
South Sudan	Fixed broadband subscriptions	17.0	100.0	100.0	150.0	150.0	
South Sudan	Fixed broadband subscriptions (per 100 people)	0.00015714175054800902	0.0008946552401299401	0.000867229654813979	0.00126239928578498	0.00122641902813651	
South Sudan	Fixed telephone subscriptions	150.0	0.0	0.0	0.0	0.0	0.0
South Sudan	Fixed telephone subscriptions (per 100 people)	0.00138654485777655	0.0	0.0	0.0	0.0	0.0
South Sudan	Food exports (% of merchandise exports)						
South Sudan	Food imports (% of merchandise imports)						
South Sudan	Food production index (2004-2006 = 100)						
South Sudan	Food, beverages and tobacco (% of value added in manufacturing)						
South Sudan	Foreign direct investment, net (BoP, current US$)			-1723221.93	-1180000.0	1880000.0	
South Sudan	Foreign direct investment, net inflows (% of GDP)	1.4289797514817801	-5.30777782819803	0.00685992704629131	0.00137528026276317	-0.27030610914435504	
South Sudan	Foreign direct investment, net inflows (BoP, current US$)	161000000.0	-793000000.0	1035825.73	150000.0	-7850000.0	1420000.0
South Sudan	Foreign direct investment, net outflows (% of GDP)			-0.00455239491289511	-0.009443591137640409		
South Sudan	Foreign direct investment, net outflows (BoP, current US$)			-687396.2	-1030000.0		41981000.0
South Sudan	Forest area (% of land area)						
South Sudan	Forest area (sq. km)	71570.0	71570.0	71570.0	71570.0	71570.0	
South Sudan	Forest rents (% of GDP)	2.3586347179557596	1.92176153957677	1.96928034218553	3.40276209874068		
South Sudan	Fossil fuel energy consumption (% of total)	70.06846985633601	72.3759875950676	72.2226347839002			
South Sudan	Fuel exports (% of merchandise exports)						
South Sudan	Fuel imports (% of merchandise imports)						
South Sudan	GDP (constant 2010 US$)						
South Sudan	GDP (constant LCU)	15462000000.0	19996000000.0	20580000000.0	20544000000.0	17702000000.0	
South Sudan	GDP (current LCU)	33237000000.0	44074000000.0	44544000000.0	44601000000.0	143483000000.0	
South Sudan	GDP (current US$)	11266779661.0169	14940338983.0508	15099661016.9492	10906867789.8878	2904114903.22912	
South Sudan	GDP deflator (base year varies by country)	214.959254947613	220.414082816563	216.443148688047	217.09988317757	810.546830866569	
South Sudan	GDP deflator: linked series (base year varies by country)	214.95925494761397	220.414082816563	216.443148688047	217.09988317757	810.546830866569	
South Sudan	GDP growth (annual %)	-52.427542920435705	29.323502781011502	2.9205841168233597	-0.17492711370262304	-13.833722741433	
South Sudan	GDP per capita (constant 2010 US$)						
South Sudan	GDP per capita (constant LCU)	1429.2504393960699	1788.95261816383	1784.7586296071697	1728.9820618111098	1447.3379757381601	
South Sudan	GDP per capita (current LCU)	3072.30609586127	3943.1035053487	3862.9877744033897	3753.6180363530602	11731.352094274	
South Sudan	GDP per capita (current US$)	1041.4596935123	1336.64525605041	1309.48738115369	917.921473873703	237.44411848099998	
South Sudan	GDP per capita growth (annual %)	-54.051955392170804	25.1671903574684	-0.23443821340353602	-3.12516028054372	-16.2895898282441	
South Sudan	GDP per capita, PPP (constant 2011 international $)	1550.2692842021302	1940.42850601065	1935.87940008879	1875.38006599798	1569.88834552626	
South Sudan	GDP per capita, PPP (current international $)	1578.8260425437802	2008.0875191604998	2039.33393862906	1997.02555049947	1693.04606202392	
South Sudan	GDP per person employed (constant 2011 PPP $)	4990.7958984375	5387.35009765625	5409.22412109375	4905.90380859375	4086.39990234375	3506.53198242188
South Sudan	GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent)	26.0449659917631	32.0300084496035	31.878819051287604			
South Sudan	GDP per unit of energy use (PPP $ per kg of oil equivalent)	26.5247276740865	33.1468332932752	33.582441970157596			
South Sudan	GDP, PPP (constant 2011 international $)	16771213085.973999	21689120221.649	22322569221.9212	22283520995.877003	19200880484.2784	
South Sudan	GDP, PPP (current international $)	17080147465.3575	22445378164.5413	23515500505.6474	23728929186.5095	20707189262.1778	
South Sudan	GDP: linked series (current LCU)	33237000000.0	44074000000.0	44544000000.0	44601000000.0	143483000000.0	
South Sudan	General government final consumption expenditure (% of GDP)	21.0999789391341	18.2080137949812	22.772988505747104	29.2594336449855	18.9611312838455	
South Sudan	General government final consumption expenditure (annual % growth)						
South Sudan	General government final consumption expenditure (constant 2010 US$)						
South Sudan	General government final consumption expenditure (constant LCU)						
South Sudan	General government final consumption expenditure (current LCU)	7013000000.0	8025000000.0	10144000000.0	13050000000.0	27206000000.0	
South Sudan	General government final consumption expenditure (current US$)	2377288135.5932198	2720338983.05085	3438644067.7966104	3191287743.72852	550653039.434996	
South Sudan	GHG net emissions/removals by LUCF (Mt of CO2 equivalent)						
South Sudan	GINI index (World Bank estimate)						
South Sudan	GNI (constant 2010 US$)						
South Sudan	GNI (constant LCU)						
South Sudan	GNI (current LCU)	31923316000.0	41085362600.0	40242900000.0	40867507141.6667	121842825250.003	
South Sudan	GNI (current US$)	10821463050.8475	13927241559.321999	13641661016.9492	9993867789.88036	2466114903.2294803	
South Sudan	GNI growth (annual %)						
South Sudan	GNI per capita (constant 2010 US$)						
South Sudan	GNI per capita (constant LCU)						
South Sudan	GNI per capita (current LCU)	2950.8739761983898	3675.72349427286	3489.98362757135	3439.4074551635103	9962.023955234321	
South Sudan	GNI per capita growth (annual %)						
South Sudan	GNI per capita, Atlas method (current US$)		1100.0	1190.0	1020.0	390.0	
South Sudan	GNI per capita, PPP (constant 2011 international $)						
South Sudan	GNI per capita, PPP (current international $)	1520.0	1870.0	1840.0	1830.0	1440.0	
South Sudan	GNI, Atlas method (current US$)		12321082288.8333	13729420253.3638	12162365470.9459	4780229605.66996	
South Sudan	GNI, PPP (constant 2011 international $)						
South Sudan	GNI, PPP (current international $)	16405058966.3089	20923367531.522	21244880012.9921	21742610770.9195	17584121064.4486	
South Sudan	Goods and services expense (% of expense)						
South Sudan	Goods and services expense (current LCU)						
South Sudan	Goods exports (BoP, current US$)			3753630581.43178	1472710000.0	1130060000.0	
South Sudan	Goods imports (BoP, current US$)			4888833805.8295	4461900000.0	3794700000.0	
South Sudan	Government expenditure on education, total (% of GDP)		1.08494	1.52004	1.3551600000000001	1.4968700000000001	0.98115
South Sudan	Government expenditure on education, total (% of government expenditure)		3.22802	4.13136	3.2755099999999997	0.8457	1.0058
South Sudan	Government expenditure per student, primary (% of GDP per capita)					5.0766501426696795	
South Sudan	Government expenditure per student, secondary (% of GDP per capita)					13.248279571533198	
South Sudan	Government expenditure per student, tertiary (% of GDP per capita)						
South Sudan	Grants and other revenue (% of revenue)						
South Sudan	Grants and other revenue (current LCU)						
South Sudan	Grants, excluding technical cooperation (BoP, current US$)	1067700000.0	1262820000.0	1859060000.0	1562550000.0	1474590000.0	166070000.0
South Sudan	Gross capital formation (% of GDP)	10.7350242199958	12.803466896583	20.550466954022998	14.5265801215219	17.2550058195047	
South Sudan	Gross capital formation (annual % growth)						
South Sudan	Gross capital formation (constant 2010 US$)						
South Sudan	Gross capital formation (constant LCU)						
South Sudan	Gross capital formation (current LCU)	3568000000.0	5643000000.0	9154000000.0	6479000000.0	24758000000.0	
South Sudan	Gross capital formation (current US$)	1209491525.4237301	1912881355.9322	3103050847.45763	1584394888.2465198	501105195.55729	
South Sudan	Gross domestic income (constant LCU)						
South Sudan	Gross domestic savings (% of GDP)	-14.086710593615502	10.929346099741302	22.9166666666667	6.67249613237371	10.4562909891764	
South Sudan	Gross domestic savings (current LCU)	-4682000000.0	4817000000.0	10208000000.0	2976000000.0	15003000000.0	
South Sudan	Gross domestic savings (current US$)	-1587118644.0678	1632881355.9322	3460338983.05085	727760331.4433769	303662704.94167596	
South Sudan	Gross fixed capital formation (% of GDP)	10.6838764028041	12.762626491809199	20.550466954022998	14.5265801215219	17.2550058195047	
South Sudan	Gross fixed capital formation (annual % growth)						
South Sudan	Gross fixed capital formation (constant 2010 US$)						
South Sudan	Gross fixed capital formation (constant LCU)						
South Sudan	Gross fixed capital formation (current LCU)	3551000000.0	5625000000.0	9154000000.0	6479000000.0	24758000000.0	
South Sudan	Gross fixed capital formation (current US$)	1203728813.55932	1906779661.01695	3103050847.45763	1584394888.2465198	501105195.55729	
South Sudan	Gross fixed capital formation, private sector (% of GDP)	5.76465986701568	7.94572763987839	6.44980244252874	6.39223335799646	6.6495682415338395	
South Sudan	Gross fixed capital formation, private sector (current LCU)	1916000000.0	3502000000.0	2873000000.0	2851000000.0	9541000000.0	
South Sudan	Gross intake ratio in first grade of primary education, female (% of relevant age group)				75.39046999999991		
South Sudan	Gross intake ratio in first grade of primary education, male (% of relevant age group)				105.93287		
South Sudan	Gross intake ratio in first grade of primary education, total (% of relevant age group)				90.85806		
South Sudan	Gross national expenditure (% of GDP)	124.82173481361099	101.874120796842	97.6338002873563	107.85408398914801	106.79871483032801	
South Sudan	Gross national expenditure (constant 2010 US$)						
South Sudan	Gross national expenditure (constant LCU)						
South Sudan	Gross national expenditure (current LCU)	41487000000.0	44900000000.0	43490000000.0	48104000000.0	153238000000.0	
South Sudan	Gross national expenditure (current US$)	14063389830.5085	15220338983.0508	14742372881.3559	11763502346.6909	3101557393.84474	
South Sudan	Gross national expenditure deflator (base year varies by country)						
South Sudan	Gross savings (% of GDP)			17.747222848431303	3.81035453479371	6.40893047086672	
South Sudan	Gross savings (% of GNI)			19.6440190582817	4.15845336534034	7.54720328311942	
South Sudan	Gross savings (current LCU)			7905322945.60525	1699456226.06334	9195725707.51369	
South Sudan	Gross savings (current US$)			2679770490.0356803	415590331.435944	186122704.94203302	
South Sudan	Gross value added at basic prices (GVA) (constant 2010 US$)						
South Sudan	Gross value added at basic prices (GVA) (constant LCU)						
South Sudan	Gross value added at basic prices (GVA) (current LCU)						
South Sudan	Gross value added at basic prices (GVA) (current US$)						
South Sudan	HFC gas emissions (thousand metric tons of CO2 equivalent)						
South Sudan	High-technology exports (% of manufactured exports)						
South Sudan	High-technology exports (current US$)	3394943.0					
South Sudan	Hospital beds (per 1,000 people)						
South Sudan	Households and NPISHs final consumption expenditure (% of GDP)	92.98673165448142	70.8626401052775	54.3125897988506	64.0680702226408	70.5832746736547	
South Sudan	Households and NPISHs Final consumption expenditure (annual % growth)						
South Sudan	Households and NPISHs Final consumption expenditure (constant 2010 US$)						
South Sudan	Households and NPISHs Final consumption expenditure (constant LCU)						
South Sudan	Households and NPISHs Final consumption expenditure (current LCU)	30906000000.0	31232000000.0	24193000000.0	28575000000.0	101275000000.0	
South Sudan	Households and NPISHs Final consumption expenditure (current US$)	10476610169.4915	10587118644.0678	8201016949.15254	6987819714.71589	2049819398.98476	
South Sudan	Households and NPISHs Final consumption expenditure per capita (constant 2010 US$)						
South Sudan	Households and NPISHs Final consumption expenditure per capita growth (annual %)						
South Sudan	Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)						
South Sudan	Households and NPISHs Final consumption expenditure, PPP (current international $)	14088503602.9617	14451351721.1555	11190703559.2574	8659718882.51198	6476804858.0583105	
South Sudan	Human capital index (HCI) (scale 0-1)						0.302
South Sudan	Human capital index (HCI), female (scale 0-1)						
South Sudan	Human capital index (HCI), female, lower bound (scale 0-1)						
South Sudan	Human capital index (HCI), female, upper bound (scale 0-1)						
South Sudan	Human capital index (HCI), lower bound (scale 0-1)						0.266
South Sudan	Human capital index (HCI), male (scale 0-1)						
South Sudan	Human capital index (HCI), male, lower bound (scale 0-1)						
South Sudan	Human capital index (HCI), male, upper bound (scale 0-1)						
South Sudan	Human capital index (HCI), upper bound (scale 0-1)						0.32799999999999996
South Sudan	IBRD loans and IDA credits (DOD, current US$)						
South Sudan	ICT goods exports (% of total goods exports)						
South Sudan	ICT goods imports (% total goods imports)						
South Sudan	ICT service exports (% of service exports, BoP)			4.99066585342715	2.52603361171255	1.8609096531174498	
South Sudan	ICT service exports (BoP, current US$)			1787458.52	2450000.0	3310000.0	
South Sudan	IDA grants (current US$)						
South Sudan	IDA resource allocation index (1=low to 6=high)	2.11666666666667	2.09166666666667	2.0	1.86667	1.575	1.525
South Sudan	IFC, private nonguaranteed (NFL, current US$)						
South Sudan	IMF charges (INT, current US$)						
South Sudan	IMF purchases (DIS, current US$)						
South Sudan	IMF repurchases (AMT, current US$)						
South Sudan	IMF repurchases and charges (TDS, current US$)						
South Sudan	Immunization, DPT (% of children ages 12-23 months)	59.0	45.0	39.0	31.0	26.0	26.0
South Sudan	Immunization, HepB3 (% of one-year-old children)				31.0	26.0	26.0
South Sudan	Immunization, measles (% of children ages 12-23 months)	52.0	30.0	22.0	20.0	20.0	20.0
South Sudan	Import unit value index (2000 = 100)						
South Sudan	Import value index (2000 = 100)						
South Sudan	Import volume index (2000 = 100)						
South Sudan	Imports of goods and services (% of GDP)	34.1336462376267	29.924672142306104	31.6451149425287	28.8894867828076	61.7487786009492	
South Sudan	Imports of goods and services (annual % growth)						
South Sudan	Imports of goods and services (BoP, current US$)			5391552160.92412	5267300000.0	4132320000.0	
South Sudan	Imports of goods and services (constant 2010 US$)						
South Sudan	Imports of goods and services (constant LCU)						
South Sudan	Imports of goods and services (current LCU)	11345000000.0	13189000000.0	14096000000.0	12885000000.0	88599000000.0	
South Sudan	Imports of goods and services (current US$)	3845762711.86441	4470847457.62712	4778305084.74576	3150938128.57793	1793255481.9121199	
South Sudan	Imports of goods, services and primary income (BoP, current US$)			5404648936.23802	5273140000.0	4141700000.0	
South Sudan	Incidence of HIV (% of uninfected population ages 15-49)	0.24	0.23	0.22	0.22	0.21	0.2
South Sudan	Incidence of malaria (per 1,000 population at risk)	168.08	152.73	144.72	151.95	142.2	141.68
South Sudan	Incidence of tuberculosis (per 100,000 people)	146.0	146.0	146.0	146.0	146.0	146.0
South Sudan	Income share held by fourth 20%						
South Sudan	Income share held by highest 10%						
South Sudan	Income share held by highest 20%						
South Sudan	Income share held by lowest 10%						
South Sudan	Income share held by lowest 20%						
South Sudan	Income share held by second 20%						
South Sudan	Income share held by third 20%						
South Sudan	Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line)						
South Sudan	Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD)						
South Sudan	Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line)						
South Sudan	Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD)						
South Sudan	Individuals using the Internet (% of population)		3.829969245	4.51615373	5.5	6.6797280510287	
South Sudan	Industrial design applications, nonresident, by count						
South Sudan	Industrial design applications, resident, by count						
South Sudan	Industry (including construction), value added (% of GDP)						
South Sudan	Industry (including construction), value added (annual % growth)						
